rhakhis_wfo,taxonid,family,genus,specificepithet,infraspecificepithet,scientfiicname,scientfiicnameauthorship,taxonrank,taxonomicstatus,acceptednameusageid,parentnameusageid,originalnameusageid,namepublishedin,nomenclaturalstatus,taxonremarks,scientificnameid,references,rhakhis_parent,rhakhis_accepted,rhakhis_pk,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_basionym,subfamily
wfo-0000166788,2763517,Fabaceae,Dialium,pobeguinii,,Dialium pobeguinii,Pellegr.,Species,Accepted,2763517,2763452,,Bull. Soc. Bot. France 88: 449 (1941),,Guinea to Sierra Leone,ipni:492348-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492348-1,wfo-4000011286,,437,,,,,Dialioideae
wfo-0000166709,2766799,Fabaceae,Dicorynia,macrophylla,,Dicorynia macrophylla,Ducke,Species,Synonym,2766804,,,"Bull. Mus. Natl. Hist. Nat., sér. 2, 4: 731 (1932)",,,ipni:79813-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:79813-2,,wfo-0000164346,708,,,,,Dialioideae
wfo-0000166877,2763502,Fabaceae,Dialium,mayumbense,,Dialium mayumbense,Baker f.,Species,Synonym,2763530,,,J. Bot. 66(Suppl. 1): 137 (1928),,,ipni:492336-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492336-1,,wfo-0000166869,870,,,,,Dialioideae
wfo-0001057652,2763526,Fabaceae,Dialium,silvestre,,Dialium silvestre,de Wit,Species,Synonym,3256460,,,Blumea 7: 321 (1953),,,ipni:492357-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492357-1,,wfo-0000205625,909,,,,,Dialioideae
wfo-4000012217,2773184,Fabaceae,Distemonanthus,,,Distemonanthus,Benth.,Genus,Accepted,2773184,,,"G.Bentham & J.D.Hooker, Gen. Pl. 1: 573 (1865)",,W. & WC. Trop. Africa,ipni:22286-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22286-1,wfo-4100002417,,1274,,,,,Dialioideae
wfo-4000002727,2644313,Fabaceae,Apoleya,,,Apoleya,Gleason,Genus,Illegitimate,2644498,,,Phytologia 1: 143 (1935),", nom. illeg.",,ipni:21696-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:21696-1,,wfo-4000002800,1443,,,,,Dialioideae
wfo-0000166585,2763491,Fabaceae,Dialium,lacourtianum,,Dialium lacourtianum,De Wild. ex Vermoesen,Species,Invalid,2763469,,,Man. Ess. Forest. Congo: 98 (1923),", not validly publ.",,ipni:492328-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492328-1,,wfo-0000166574,1490,,,,,Dialioideae
wfo-0000195772,2671241,Fabaceae,Baudouinia,orientalis,,Baudouinia orientalis,R.Vig.,Species,Accepted,2671241,2671237,,Notul. Syst. (Paris) 13: 351 (1948),,E. Madagascar (E. Masoala Pen.),ipni:481066-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481066-1,wfo-4000004237,,1542,,,,,Dialioideae
wfo-0000205615,2763483,Fabaceae,Dialium,indum,bursa,Dialium indum var. bursa,(de Wit) Rojo ex Kessler & Sidiyasa,Variety,Accepted,2763483,2763482,2763495,Trees Balikpapan-Samarinda: 71 (1994),,W. Malesia,ipni:982264-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:982264-1,wfo-0000199437,,1599,,,,,Dialioideae
wfo-0000186778,2644500,Fabaceae,Apuleia,leiocarpa,,Apuleia leiocarpa,(Vogel) J.F.Macbr.,Species,Accepted,2644500,2644498,2346016,Contr. Gray Herb. 59: 23 (1919),,S. Trop. America to NE. Argentina,ipni:16766-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:16766-2,wfo-4000002800,,1721,,,,,Dialioideae
wfo-0000166465,2763455,Fabaceae,Dialium,angolense,,Dialium angolense,Welw. ex Oliv.,Species,Accepted,2763455,2763452,,Fl. Trop. Afr. 2: 283 (1871),,WC. & S. Trop. Africa,ipni:492292-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492292-1,wfo-4000011286,,1809,,,,,Dialioideae
wfo-4000013208,2787570,Fabaceae,Eligmocarpus,,,Eligmocarpus,Capuron,Genus,Accepted,2787570,,,"Adansonia, n.s., 8: 205 (1968)",,Madagascar,ipni:22353-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22353-1,wfo-4100002417,,2201,,,,,Dialioideae
wfo-4000011286,2763452,Fabaceae,Dialium,,,Dialium,L.,Genus,Accepted,2763452,,,Mant. Pl. 1: 3 (1767),,Tropics & Subtropics,ipni:22238-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22238-1,wfo-4100002417,,2251,,,,,Dialioideae
wfo-4000033119,2428909,Fabaceae,Rhynchocarpa,,,Rhynchocarpa,Backer ex K.Heyne,Genus,Illegitimate,2763452,,,"Nutt. Pl. Ned.-Ind., ed. 2. 2: 739 (1927)",", nom. illeg.",,ipni:23434-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23434-1,,wfo-4000011286,2827,,,,,Dialioideae
wfo-0000561493,2671242,Fabaceae,Baudouinia,perrieri,,Baudouinia perrieri,R.Vig. ex H.Perrier,Species,Synonym,2671243,,,"Bull. Acad. Malgache, n.s., 15: 7 (1932 publ. 1933)",,,ipni:481067-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481067-1,,wfo-0000195774,2921,,,,,Dialioideae
wfo-0000642795,2763505,Fabaceae,Dialium,nitidum,,Dialium nitidum,(Sol. ex Vahl) Guill. & Perr.,Species,Synonym,2763477,,2730064,Fl. Seneg. Tent.: 269 (1832),,,ipni:492339-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492339-1,,wfo-0000166689,2947,,,,,Dialioideae
wfo-0000195766,2763535,Fabaceae,Dialium,unifoliolatum,,Dialium unifoliolatum,Capuron,Species,Accepted,2763535,2763452,,"Adansonia, n.s., 8: 214 (1968)",,E. Madagascar,ipni:492366-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492366-1,wfo-4000011286,,3234,,,,,Dialioideae
wfo-0000199438,2763484,Fabaceae,Dialium,javanicum,,Dialium javanicum,Burm.f.,Species,Synonym,3256459,,,Fl. Indica: 12 (1768),,,ipni:492322-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492322-1,,wfo-0000205619,3887,,,,,Dialioideae
wfo-0000613955,2730063,Fabaceae,Codarium,discolor,,Codarium discolor,DC.,Species,Synonym,2763477,,,Prodr. 2: 520 (1825),,,ipni:486654-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:486654-1,,wfo-0000166689,3982,,,,,Dialioideae
wfo-0000642790,2763493,Fabaceae,Dialium,laurentii,,Dialium laurentii,De Wild.,Species,Synonym,2763539,,,Miss. Ém. Laurent: 100 (1905),,,ipni:492330-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492330-1,,wfo-0000166887,4431,,,,,Dialioideae
wfo-1200000652,2763516,Fabaceae,Dialium,platysepalum,wallichii,Dialium platysepalum var. wallichii,Baker,Variety,Synonym,2763515,,,"J.D.Hooker, Fl. Brit. India 2: 270 (1878)",,,ipni:77306853-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77306853-1,,wfo-0000199442,4540,,,,,Dialioideae
wfo-0000642786,2763467,Fabaceae,Dialium,discolor,,Dialium discolor,Hook.f.,Species,Synonym,2763477,,,"W.J.Hooker, Niger Fl.: 329 (1849)",,,ipni:492305-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492305-1,,wfo-0000166689,4784,,,,,Dialioideae
wfo-0000195768,2671239,Fabaceae,Baudouinia,fluggeiformis,,Baudouinia fluggeiformis,Baill.,Species,Accepted,2671239,2671237,,Adansonia 8: 201 (1868),,Madagascar,ipni:481064-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481064-1,wfo-4000004237,,5782,,,,,Dialioideae
wfo-0000173461,2763468,Fabaceae,Dialium,divaricatum,,Dialium divaricatum,(Willd.) Vahl,Species,Synonym,2763476,,2653060,Enum. Pl. Obs. 1: 303 (1804),,,ipni:492306-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492306-1,,wfo-0000170401,5882,,,,,Dialioideae
wfo-0000193085,2787571,Fabaceae,Eligmocarpus,cynometroides,,Eligmocarpus cynometroides,Capuron,Species,Accepted,2787571,2787570,,"Adansonia, n.s., 8: 205 (1968)",,SE. Madagascar,ipni:493751-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:493751-1,wfo-4000013208,,6467,,,,,Dialioideae
wfo-0000186538,2763510,Fabaceae,Dialium,ovoideum,,Dialium ovoideum,Thwaites,Species,Accepted,2763510,2763452,,Enum. Pl. Zeyl.: 97 (1859),,Sri Lanka,ipni:492342-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492342-1,wfo-4000011286,,6853,,,,,Dialioideae
wfo-1000002906,3273507,Fabaceae,Dialium,heterophyllum,,Dialium heterophyllum,M.J.Falcão & Mansano,Species,Accepted,3273507,2763452,,Phytotaxa 477: 49 (2020),,NW. Brazil to Bolivia,ipni:77214671-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77214671-1,wfo-4000011286,,7217,,,,,Dialioideae
wfo-0000205617,2763494,Fabaceae,Dialium,laurinum,,Dialium laurinum,Baker,Species,Synonym,3256459,,,"J.D.Hooker, Fl. Brit. India 2: 269 (1878)",,,ipni:492331-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492331-1,,wfo-0000205619,7274,,,,,Dialioideae
wfo-0000170401,2763476,Fabaceae,Dialium,guianense,,Dialium guianense,(Aubl.) Sandwith,Species,Accepted,2763476,2763452,2653061,Lloydia 2: 184 (1939),,S. Mexico to S. Trop. America,ipni:78900-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:78900-2,wfo-4000011286,,7356,,,,,Dialioideae
wfo-0000205616,2763495,Fabaceae,Dialium,laurinum,bursa,Dialium laurinum var. bursa,de Wit,Variety,Synonym,2763483,,,Blumea 7: 320 (1953),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2763495-4,,wfo-0000205615,7598,,,,,Dialioideae
wfo-0000166667,2763474,Fabaceae,Dialium,gossweileri,,Dialium gossweileri,Baker f.,Species,Synonym,2763511,,,J. Bot. 66(Suppl. 1): 137 (1928),,,ipni:492312-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492312-1,,wfo-0000166755,7643,,,,,Dialioideae
wfo-0000166678,2763475,Fabaceae,Dialium,graciliflorum,,Dialium graciliflorum,Harms,Species,Accepted,2763475,2763452,,Bot. Jahrb. Syst. 53: 467 (1915),,DR Congo,ipni:492313-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492313-1,wfo-4000011286,,8190,,,,,Dialioideae
wfo-0000166700,2763479,Fabaceae,Dialium,hexasepalum,,Dialium hexasepalum,Harms,Species,Accepted,2763479,2763452,,Bot. Jahrb. Syst. 53: 470 (1915),,DR Congo,ipni:492318-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492318-1,wfo-4000011286,,8220,,,,,Dialioideae
wfo-0000195763,3256488,Fabaceae,Dialium,occidentale,occidentale,Dialium occidentale subsp. occidentale,,Subspecies,Accepted,3256488,2763506,,Unknown,,W. & SC. Madagascar,ipni:77223484-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223484-1,wfo-0000195761,,8736,,,,,Dialioideae
wfo-0000169595,2637023,Fabaceae,Androcalymma,glabrifolium,,Androcalymma glabrifolium,Dwyer,Species,Accepted,2637023,2637022,,Ann. Missouri Bot. Gard. 44: 295 (1957),,Brazil (W. Amazonas),ipni:12632-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:12632-2,wfo-4000001984,,8753,,,,,Dialioideae
wfo-0000166808,2763518,Fabaceae,Dialium,poggei,,Dialium poggei,Harms,Species,Accepted,2763518,2763452,,Bot. Jahrb. Syst. 53: 468 (1915),,DR Congo,ipni:492349-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492349-1,wfo-4000011286,,9137,,,,,Dialioideae
wfo-0000205619,3256459,Fabaceae,Dialium,indum,indum,Dialium indum var. indum,,Variety,Accepted,3256459,2763482,,Unknown,,Thailand to W. Malesia,ipni:77223415-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223415-1,wfo-0000199437,,9188,,,,,Dialioideae
wfo-1200022690,2763488,Fabaceae,Dialium,klainei,,Dialium klainei,Pierre ex De Wild.,Species,Illegitimate,2763466,,,Bull. Jard. Bot. État Bruxelles 7: 263 (1920),", nom. illeg.",,ipni:492326-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492326-1,,wfo-0000166552,9431,,,,,Dialioideae
wfo-0000182173,2766797,Fabaceae,Dicorynia,guianensis,,Dicorynia guianensis,Amshoff,Species,Accepted,2766797,2766794,,Meded. Bot. Mus. Herb. Rijks Univ. Utrecht 52: 28 (1939),,Guianas,ipni:79811-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:79811-2,wfo-4000011502,,9777,,,,,Dialioideae
wfo-0000164343,2766801,Fabaceae,Dicorynia,paraensis,breviflora,Dicorynia paraensis var. breviflora,(Benth.) Köppen,Variety,Synonym,2766805,,2766795,Brittonia 19: 59 (1967),,,ipni:79814-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:79814-2,,wfo-0000164347,10282,,,,,Dialioideae
wfo-4000002799,3240717,Fabaceae,Apuleia,polygamia,,Apuleia polygamia,Saldanha,Species,Invalid,2644500,,,Config. Descr. Orgãos Fund.: 126 (1865),", nom. nud.",,ipni:77220932-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77220932-1,,wfo-0000186778,10582,,,,,Dialioideae
wfo-0001251901,2873540,Fabaceae,Apuleia,grazielana,,Apuleia grazielana,Afr.Fern.,Species,Invalid,2644500,,,Bradea 6: 284 (1994),", holotype not indicated.",,ipni:303316-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303316-2,,wfo-0000186778,10655,,,,,Dialioideae
wfo-0001443759,3011507,Fabaceae,Dialium,acuminatum,,Dialium acuminatum,Spruce ex Ll.Williams,Species,Invalid,2763476,,,"Publ. Field Mus. Nat. Hist., Bot. Ser. 15: 201 (1936)",", without a Latin descr.",,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3011507-4,,wfo-0000170401,10671,,,,,Dialioideae
wfo-4000002800,2644498,Fabaceae,Apuleia,,,Apuleia,Mart.,Genus,Accepted,2644498,,,Flora 20(2 Beibl.): 123 (1837),", nom. cons.",S. Trop. America to NE. Argentina,ipni:331358-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331358-2,wfo-4100002417,,10705,,,,,Dialioideae
wfo-0000205627,2763532,Fabaceae,Dialium,trifoliolatum,,Dialium trifoliolatum,de Wit,Species,Synonym,2763490,,,Blumea 7: 321 (1953),,,ipni:492363-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492363-1,,wfo-0000205626,10777,,,,,Dialioideae
wfo-0000195762,2763499,Fabaceae,Dialium,madagascariense,occidentale,Dialium madagascariense subsp. occidentale,Capuron,Subspecies,Synonym,2763506,,,"Adansonia, n.s., 8: 213 (1968)",,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2763499-4,,wfo-0000195761,11230,,,,,Dialioideae
wfo-0000166509,2763473,Fabaceae,Dialium,fleuryi,,Dialium fleuryi,Pellegr.,Species,Invalid,2763459,,,Mém. Inst. Études Centrafr. 1: 125 (1949),", not validly publ.",,ipni:492311-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492311-1,,wfo-0000166498,11348,,,,,Dialioideae
wfo-0000613956,2730064,Fabaceae,Codarium,nitidum,,Codarium nitidum,Sol. ex Vahl,Species,Synonym,2763477,,,Enum. Pl. Obs. 1: 302 (1804),,,ipni:486655-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:486655-1,,wfo-0000166689,11531,,,,,Dialioideae
wfo-0000168994,2755510,Fabaceae,Dalbergia,cucullata,,Dalbergia cucullata,Pittier,Species,Synonym,2644500,,,Bol. Soc. Venez. Ci. Nat. 8: 261 (1943),,,ipni:75929-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75929-2,,wfo-0000186778,11720,,,,,Dialioideae
wfo-0000195764,2763507,Fabaceae,Dialium,occidentale,septentrionale,Dialium occidentale subsp. septentrionale,(Capuron) Du Puy & R.Rabev.,Subspecies,Accepted,2763507,2763506,2763536,Legum. Madagascar: 63 (2002),,N. Madagascar,ipni:20004549-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20004549-1,wfo-0000195761,,11822,,,,,Dialioideae
wfo-4000003114,2653059,Fabaceae,Arouna,,,Arouna,Aubl.,Genus,Synonym,2763452,,,Hist. Pl. Guiane 1: 16 (1775),,,ipni:21718-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:21718-1,,wfo-4000011286,12018,,,,,Dialioideae
wfo-0000166498,2763459,Fabaceae,Dialium,bipindense,,Dialium bipindense,Harms,Species,Accepted,2763459,2763452,,Bot. Jahrb. Syst. 53: 470 (1915),,Nigeria to WC. Trop. Africa,ipni:492296-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492296-1,wfo-4000011286,,12790,,,,,Dialioideae
wfo-0000166542,2763464,Fabaceae,Dialium,densiflorum,,Dialium densiflorum,Harms,Species,Synonym,2763539,,,Bot. Jahrb. Syst. 53: 471 (1915),,,ipni:492302-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492302-1,,wfo-0000166887,13426,,,,,Dialioideae
wfo-0000166869,2763530,Fabaceae,Dialium,tessmannii,,Dialium tessmannii,Harms,Species,Accepted,2763530,2763452,,Bot. Jahrb. Syst. 45: 303 (1910),,Nigeria to WC. Trop. Africa,ipni:492361-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492361-1,wfo-4000011286,,13794,,,,,Dialioideae
wfo-0000642784,2763457,Fabaceae,Dialium,anomalum,,Dialium anomalum,Webb,Species,Synonym,2763477,,,Hooker's J. Bot. Kew Gard. Misc. 2: 347 (1850),,,ipni:492294-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492294-1,,wfo-0000166689,13846,,,,,Dialioideae
wfo-0000533992,2636980,Fabaceae,Andradia,arborea,,Andradia arborea,Sim,Species,Synonym,2763525,,,Forest Fl. Port. E. Afr.: 47 (1909),,,ipni:474093-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474093-1,,wfo-0000166850,13927,,,,,Dialioideae
wfo-0000195771,2671240,Fabaceae,Baudouinia,louvelii,,Baudouinia louvelii,R.Vig.,Species,Accepted,2671240,2671237,,Notul. Syst. (Paris) 13: 352 (1948),,E. Madagascar (S. of Toamasina),ipni:481065-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481065-1,wfo-4000004237,,14000,,,,,Dialioideae
wfo-4100000254,2470181,Fabaceae,Zenkeria,,,Zenkeria,Arn.,Genus,Illegitimate,2644498,,,Mag. Zool. Bot. 2: 548 (1838),", nom. illeg.",,ipni:23841-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23841-1,,wfo-4000002800,14119,,,,,Dialioideae
wfo-0000205625,3256460,Fabaceae,Dialium,kunstleri,kunstleri,Dialium kunstleri var. kunstleri,,Variety,Accepted,3256460,2763489,,Unknown,,"Pen. Malaysia, Borneo",ipni:77223267-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223267-1,wfo-0000205623,,14479,,,,,Dialioideae
wfo-0000205614,2763520,Fabaceae,Dialium,praetermissum,,Dialium praetermissum,de Wit,Species,Synonym,2763481,,,Blumea 7: 321 (1953),,,ipni:492351-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492351-1,,wfo-0000205613,14514,,,,,Dialioideae
wfo-0000205623,2763489,Fabaceae,Dialium,kunstleri,,Dialium kunstleri,Prain,Species,Accepted,2763489,2763452,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 66: 168 (1897)",,"Pen. Malaysia, Borneo",ipni:492327-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492327-1,wfo-4000011286,,15861,,,,,Dialioideae
wfo-0000195769,2671245,Fabaceae,Baudouinia,suarezensis,,Baudouinia suarezensis,Dumaz-le-Grand,Species,Synonym,2671239,,,Bull. Soc. Bot. France 100: 269 (1953),,,ipni:481070-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481070-1,,wfo-0000195768,16318,,,,,Dialioideae
wfo-0000199437,2763482,Fabaceae,Dialium,indum,,Dialium indum,L.,Species,Accepted,2763482,2763452,,Mant. Pl. 2: 24 (1771),,Thailand to W. Malesia,ipni:492321-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492321-1,wfo-4000011286,,16601,,,,,Dialioideae
wfo-0000166799,2763509,Fabaceae,Dialium,ovatum,,Dialium ovatum,Hutch. & Dalziel,Species,Invalid,2763517,,,"J.M.Dalziel, Useful Pl. W. Trop. Afr.: 190 (1937)",", not validly publ.",,ipni:492341-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492341-1,,wfo-0000166788,16886,,,,,Dialioideae
