rhakhis_wfo,taxonid,family,genus,specificepithet,infraspecificepithet,scientfiicname,scientfiicnameauthorship,taxonrank,taxonomicstatus,acceptednameusageid,parentnameusageid,originalnameusageid,namepublishedin,nomenclaturalstatus,taxonremarks,scientificnameid,references,rhakhis_parent,rhakhis_accepted,rhakhis_pk,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_basionym,subfamily
wfo-4100000318,2738150,Fabaceae,Correa,,,Correa,M.E.Becerra,Genus,Invalid,2763452,,,Folletos Divulg. Ci. Inst. Biol. 24: 3 (1936),", without a Latin descr.",,ipni:22097-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22097-1,,wfo-4000011286,17357,,,,,Dialioideae
wfo-4100000320,2727811,Fabaceae,Cleyria,,,Cleyria,Neck.,Genus,Invalid,2763452,,,Elem. Bot. 2: 183 (1790),", opus utique oppr.",,ipni:22035-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22035-1,,wfo-4000011286,18477,,,,,Dialioideae
wfo-0001053024,2644502,Fabaceae,Apuleia,molaris,,Apuleia molaris,Spruce ex Benth.,Species,Synonym,2644500,,,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 15(2): 177 (1870)",,,ipni:474907-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474907-1,,wfo-0000186778,18744,,,,,Dialioideae
wfo-0000166552,2763466,Fabaceae,Dialium,dinklagei,,Dialium dinklagei,Harms,Species,Accepted,2763466,2763452,,Bot. Jahrb. Syst. 26: 275 (1899),,W. & WC. Trop. Africa,ipni:492304-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492304-1,wfo-4000011286,,19126,,,,,Dialioideae
wfo-0000195767,2671238,Fabaceae,Baudouinia,capuronii,,Baudouinia capuronii,Du Puy & R.Rabev.,Species,Accepted,2671238,2671237,,Legum. Madagascar: 66 (2002),,SE. Madagascar,ipni:20004550-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20004550-1,wfo-4000004237,,19485,,,,,Dialioideae
wfo-0000166476,2763471,Fabaceae,Dialium,evrardii,,Dialium evrardii,Steyaert,Species,Synonym,2763455,,,Bull. Jard. Bot. État Bruxelles 30: 279 (1960),,,ipni:492309-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492309-1,,wfo-0000166465,19726,,,,,Dialioideae
wfo-0000166887,2763539,Fabaceae,Dialium,zenkeri,,Dialium zenkeri,Harms,Species,Accepted,2763539,2763452,,Bot. Jahrb. Syst. 30: 86 (1901),,WC. Trop. Africa,ipni:492369-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492369-1,wfo-4000011286,,20263,,,,,Dialioideae
wfo-0001054182,2644503,Fabaceae,Apuleia,praecox,,Apuleia praecox,Mart.,Species,Synonym,2644500,,,Flora 20(2 Beibl.): 123 (1837),,,ipni:474909-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474909-1,,wfo-0000186778,20733,,,,,Dialioideae
wfo-0000205631,2763537,Fabaceae,Dialium,wallichii,,Dialium wallichii,(Baker) Prain,Species,Synonym,2763515,,2763516,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 66: 174 (1897)",,,ipni:492367-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492367-1,,wfo-0000199442,21099,,,,,Dialioideae
wfo-0000193195,2336145,Fabaceae,Kalappia,celebica,,Kalappia celebica,Kosterm.,Species,Accepted,2336145,2336144,,Reinwardtia 1: 452 (1952),,Sulawesi,ipni:501167-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501167-1,wfo-4000019784,,21270,,,,,Dialioideae
wfo-0000164344,2766802,Fabaceae,Dicorynia,paraensis,floribunda,Dicorynia paraensis var. floribunda,Köppen,Variety,Synonym,2766805,,,Brittonia 19: 57 (1967),,,ipni:79815-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:79815-2,,wfo-0000164347,22482,,,,,Dialioideae
wfo-0001057650,2763514,Fabaceae,Dialium,pierrei,,Dialium pierrei,De Wild.,Species,Synonym,2763539,,,Bull. Jard. Bot. État Bruxelles 7: 264 (1920),,,ipni:492346-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492346-1,,wfo-0000166887,23208,,,,,Dialioideae
wfo-0000166734,2763492,Fabaceae,Dialium,latifolium,,Dialium latifolium,Harms,Species,Accepted,2763492,2763452,,Bot. Jahrb. Syst. 53: 470 (1915),,Cameroon,ipni:492329-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492329-1,wfo-4000011286,,23656,,,,,Dialioideae
wfo-0000199440,2763456,Fabaceae,Dialium,angustisepalum,,Dialium angustisepalum,Ridl.,Species,Synonym,3256459,,,Bull. Misc. Inform. Kew 1929: 255 (1929),,,ipni:492293-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492293-1,,wfo-0000205619,23694,,,,,Dialioideae
wfo-0000166710,2766807,Fabaceae,Dicorynia,uaupensis,,Dicorynia uaupensis,Spruce ex Benth.,Species,Invalid,2766805,,,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 15(2): 81 (1870)",", pro syn.",,ipni:492460-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492460-1,,wfo-0000164347,24861,,,,,Dialioideae
wfo-0000164347,2766805,Fabaceae,Dicorynia,paraensis,uaupensis,Dicorynia paraensis var. uaupensis,Köppen,Variety,Accepted,2766805,2766800,,Brittonia 19: 55 (1967),,E. Colombia to S. Venezuela and N. Brazil,ipni:79818-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:79818-2,wfo-0000182182,,24882,,,,,Dialioideae
wfo-0000549551,2653060,Fabaceae,Arouna,divaricatum,,Arouna divaricatum,Willd.,Species,Synonym,2763476,,,"Sp. Pl., ed. 4. 1: 156 (1797)",,,ipni:475287-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:475287-1,,wfo-0000170401,25836,,,,,Dialioideae
wfo-0000182182,2766800,Fabaceae,Dicorynia,paraensis,,Dicorynia paraensis,Benth.,Species,Accepted,2766800,2766794,,J. Bot. (Hooker) 2: 82 (1840),,E. Colombia to S. Venezuela and E. Peru,ipni:30086855-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30086855-2,wfo-4000011502,,26681,,,,,Dialioideae
wfo-0000169437,2539394,Fabaceae,Platymiscium,ellipticum,,Platymiscium ellipticum,Rusby,Species,Synonym,2644500,,,Bull. New York Bot. Gard. 6: 514 (1910),,,ipni:201758-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:201758-2,,wfo-0000186778,26983,,,,,Dialioideae
wfo-0000166707,2766796,Fabaceae,Dicorynia,floribunda,,Dicorynia floribunda,Spruce ex Benth.,Species,Invalid,2766805,,,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 15(2): 82 (1870)",", pro syn.",,ipni:492454-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492454-1,,wfo-0000164347,27493,,,,,Dialioideae
wfo-0000173460,2763453,Fabaceae,Dialium,acuminatum,,Dialium acuminatum,De Wild.,Species,Synonym,2763539,,,"Ann. Mus. Congo Belge, Bot., sér. 5, 2: 139 (1907)",,,ipni:492289-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492289-1,,wfo-0000166887,27547,,,,,Dialioideae
wfo-0001057649,2763497,Fabaceae,Dialium,macranthum,,Dialium macranthum,A.Chev.,Species,Synonym,2763511,,,Vég. Ut. Afr. Trop. Franç. 9: 176 (1917),,,ipni:492332-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492332-1,,wfo-0000166755,27634,,,,,Dialioideae
wfo-0000166531,2763462,Fabaceae,Dialium,corbisieri,,Dialium corbisieri,Staner,Species,Synonym,2763519,,,Rev. Zool. Bot. Africaines 22: 242 (1932),,,ipni:492300-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492300-1,,wfo-0000166818,27779,,,,,Dialioideae
wfo-0001057648,2763487,Fabaceae,Dialium,klainei,,Dialium klainei,Pierre ex Harms,Species,Synonym,2763466,,,Bot. Jahrb. Syst. 53: 472 (1915),,,ipni:492325-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492325-1,,wfo-0000166552,27859,,,,,Dialioideae
wfo-4000010741,2756772,Fabaceae,Dansera,,,Dansera,Steenis,Genus,Synonym,2763452,,,"Bull. Jard. Bot. Buitenzorg, sér. 3, 17: 414 (1948)",,,ipni:22209-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22209-1,,wfo-4000011286,27921,,,,,Dialioideae
wfo-0000166619,2763470,Fabaceae,Dialium,eurysepalum,,Dialium eurysepalum,Harms,Species,Synonym,2763459,,,Bot. Jahrb. Syst. 53: 472 (1915),,,ipni:492308-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492308-1,,wfo-0000166498,28008,,,,,Dialioideae
wfo-0000186779,2644314,Fabaceae,Apoleya,leiocarpa,,Apoleya leiocarpa,(Vogel) Gleason,Species,Synonym,2644500,,2346016,Phytologia 1: 143 (1935),,,ipni:16728-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:16728-2,,wfo-0000186778,28073,,,,,Dialioideae
wfo-0000430060,2470182,Fabaceae,Zenkeria,dalbergioides,,Zenkeria dalbergioides,Arn.,Species,Synonym,2644500,,,Mag. Zool. Bot. 2: 548 (1838),,,ipni:525932-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:525932-1,,wfo-0000186778,28825,,,,,Dialioideae
wfo-0000166711,2763480,Fabaceae,Dialium,holtzii,,Dialium holtzii,Harms,Species,Accepted,2763480,2763452,,Bot. Jahrb. Syst. 49: 427 (1913),,Kenya to Mozambique,ipni:492319-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492319-1,wfo-4000011286,,28898,,,,,Dialioideae
wfo-0000167098,2773185,Fabaceae,Distemonanthus,benthamianus,,Distemonanthus benthamianus,Baill.,Species,Accepted,2773185,2773184,,Hist. Pl. 2: 135 (1870),,W. & WC. Trop. Africa,ipni:492797-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492797-1,wfo-4000012217,,28899,,,,,Dialioideae
wfo-0000166841,2763524,Fabaceae,Dialium,reygaertii,,Dialium reygaertii,De Wild.,Species,Accepted,2763524,2763452,,Bull. Jard. Bot. État Bruxelles 7: 265 (1920),,WC. Trop. Africa,ipni:492355-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492355-1,wfo-4000011286,,28910,,,,,Dialioideae
wfo-0001053023,2644315,Fabaceae,Apoleya,molaris,,Apoleya molaris,(Spruce ex Benth.) Gleason,Species,Synonym,2644500,,2644502,Phytologia 1: 143 (1935),,,ipni:16729-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:16729-2,,wfo-0000186778,29472,,,,,Dialioideae
wfo-0000179433,3256491,Fabaceae,Dicorynia,paraensis,paraensis,Dicorynia paraensis var. paraensis,,Variety,Accepted,3256491,2766800,,Unknown,,E. Colombia to S. Venezuela and N. Brazil,ipni:77223049-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223049-1,wfo-0000182182,,29929,,,,,Dialioideae
wfo-0000182686,2766806,Fabaceae,Dicorynia,spruceana,,Dicorynia spruceana,Benth.,Species,Invalid,3256491,,,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 15(2): 81 (1870)",", pro syn.",,ipni:492459-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492459-1,,wfo-0000179433,30205,,,,,Dialioideae
wfo-0001317422,3009137,Fabaceae,Dialium,rondoniense,,Dialium rondoniense,M.J.Falcão & Mansano,Species,Accepted,3009137,2763452,,Phytotaxa 283: 136 (2016),,"Brazil (S. Amazonas, Acre, Rondônia)",ipni:77159298-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77159298-1,wfo-4000011286,,30266,,,,,Dialioideae
wfo-0000166708,2766798,Fabaceae,Dicorynia,ingens,,Dicorynia ingens,Ducke,Species,Synonym,2766803,,,Arch. Jard. Bot. Rio de Janeiro 4: 58 (1925),,,ipni:79812-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:79812-2,,wfo-0000164345,30310,,,,,Dialioideae
wfo-0000166858,2763528,Fabaceae,Dialium,soyauxii,,Dialium soyauxii,Harms,Species,Synonym,2763539,,,Bot. Jahrb. Syst. 53: 471 (1915),,,ipni:492359-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492359-1,,wfo-0000166887,30342,,,,,Dialioideae
wfo-0001347376,3009139,Fabaceae,Dialium,hexaestaminatum,,Dialium hexaestaminatum,M.J.Falcão & Mansano,Species,Accepted,3009139,2763452,,Phytotaxa 283: 131 (2016),,Colombia to NW. Venezuela,ipni:77159296-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77159296-1,wfo-4000011286,,30594,,,,,Dialioideae
wfo-0000205613,2763481,Fabaceae,Dialium,hydnocarpoides,,Dialium hydnocarpoides,de Wit,Species,Accepted,2763481,2763452,,Blumea 7: 320 (1953),,"Sumatera, Borneo",ipni:492320-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492320-1,wfo-4000011286,,30861,,,,,Dialioideae
wfo-0000199439,2763512,Fabaceae,Dialium,patens,,Dialium patens,Baker,Species,Synonym,3256459,,,"J.D.Hooker, Fl. Brit. India 2: 270 (1878)",,,ipni:492344-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492344-1,,wfo-0000205619,31866,,,,,Dialioideae
wfo-0000164346,2766804,Fabaceae,Dicorynia,paraensis,macrophylla,Dicorynia paraensis var. macrophylla,(Ducke) Köppen,Variety,Accepted,2766804,2766800,2766799,Brittonia 19: 53 (1967),,NE. Peru to N. Brazil,ipni:79817-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:79817-2,wfo-0000182182,,32419,,,,,Dialioideae
wfo-0000205633,2763478,Fabaceae,Dialium,havilandii,,Dialium havilandii,Ridl.,Species,Synonym,2763515,,,Bull. Misc. Inform. Kew 1929: 255 (1929),,,ipni:492317-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492317-1,,wfo-0000199442,32461,,,,,Dialioideae
wfo-0000199442,2763515,Fabaceae,Dialium,platysepalum,,Dialium platysepalum,Baker,Species,Accepted,2763515,2763452,,"J.D.Hooker, Fl. Brit. India 2: 270 (1878)",,Thailand to W. Malesia,ipni:492347-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492347-1,wfo-4000011286,,32480,,,,,Dialioideae
wfo-0000166850,2763525,Fabaceae,Dialium,schlechteri,,Dialium schlechteri,Harms,Species,Accepted,2763525,2763452,,Bot. Jahrb. Syst. 26: 276 (1899),,Mozambique to S. Africa,ipni:492356-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492356-1,wfo-4000011286,,32584,,,,,Dialioideae
wfo-0000205628,2763486,Fabaceae,Dialium,kingii,,Dialium kingii,Prain,Species,Synonym,2763515,,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 66: 175 (1897)",,,ipni:492324-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492324-1,,wfo-0000199442,32862,,,,,Dialioideae
wfo-1200109406,3313698,Fabaceae,Dialium,indum,javanicum,Dialium indum var. javanicum,(Burm.f.) Steud.,Variety,Synonym,3256459,,2763484,"Nomencl. Bot., ed. 2. 1: 497 (1840)",,,ipni:77352110-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77352110-1,,wfo-0000205619,33021,,,,,Dialioideae
wfo-4000019784,2336144,Fabaceae,Kalappia,,,Kalappia,Kosterm.,Genus,Accepted,2336144,,,Reinwardtia 1: 451 (1952),,C. Malesia,ipni:22688-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22688-1,wfo-4100002417,,34197,,,,,Dialioideae
wfo-0000195759,2763498,Fabaceae,Dialium,madagascariense,,Dialium madagascariense,Baill. ex Drake,Species,Accepted,2763498,2763452,,"A.Grandidier, Hist. Phys. Madagascar 30: 95 (1902 publ. 1903)",,NE. Madagascar,ipni:492333-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492333-1,wfo-4000011286,,34508,,,,,Dialioideae
wfo-0000166629,2763472,Fabaceae,Dialium,excelsum,,Dialium excelsum,Louis ex Steyaert,Species,Accepted,2763472,2763452,,Bull. Soc. Roy. Bot. Belgique 84: 38 (1951),,Cameroon to W. Uganda,ipni:492310-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492310-1,wfo-4000011286,,34628,,,,,Dialioideae
wfo-0000406170,2428910,Fabaceae,Rhynchocarpa,monophylla,,Rhynchocarpa monophylla,Backer ex K.Heyne,Species,Synonym,2763521,,,"Nutt. Pl. Ned.-Ind., ed. 2. 2: 739 (1927)",,,ipni:517101-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517101-1,,wfo-0000205635,35324,,,,,Dialioideae
wfo-4000004237,2671237,Fabaceae,Baudouinia,,,Baudouinia,Baill.,Genus,Accepted,2671237,,,Adansonia 6: 193 (1866),,Madagascar,ipni:21792-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:21792-1,wfo-4100002417,,36307,,,,,Dialioideae
wfo-0000205626,2763490,Fabaceae,Dialium,kunstleri,trifoliolatum,Dialium kunstleri var. trifoliolatum,(de Wit) Rojo,Variety,Accepted,2763490,2763489,2763532,Fl. Males. 12: 614 (1996),,"Pen. Malaysia, Borneo",ipni:990299-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:990299-1,wfo-0000205623,,37193,,,,,Dialioideae
wfo-0000430065,2470191,Fabaceae,Zenkeria,lundii,,Zenkeria lundii,Didr.,Species,Synonym,2644500,,,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn 1853: 88 (1853),,,ipni:525933-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:525933-1,,wfo-0000186778,37311,,,,,Dialioideae
wfo-0000186782,2346016,Fabaceae,Leptolobium,leiocarpum,,Leptolobium leiocarpum,Vogel,Species,Synonym,2644500,,,Linnaea 11: 393 (1837),,,ipni:502381-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:502381-1,,wfo-0000186778,37468,,,,,Dialioideae
wfo-0000166745,2763508,Fabaceae,Dialium,orientale,,Dialium orientale,Baker f.,Species,Accepted,2763508,2763452,,J. Bot. 67: 195 (1929),,S. Somalia to NE. Tanzania,ipni:492340-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492340-1,wfo-4000011286,,37656,,,,,Dialioideae
wfo-0000166723,2763485,Fabaceae,Dialium,kasaiense,,Dialium kasaiense,Louis ex Steyaert,Species,Accepted,2763485,2763452,,Bull. Soc. Roy. Bot. Belgique 84: 43 (1951),,DR Congo,ipni:492323-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492323-1,wfo-4000011286,,37815,,,,,Dialioideae
wfo-0000642794,2763504,Fabaceae,Dialium,mossambicense,,Dialium mossambicense,Steyaert,Species,Synonym,2763480,,,Bull. Soc. Roy. Bot. Belgique 84: 39 (1951),,,ipni:492338-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492338-1,,wfo-0000166711,38496,,,,,Dialioideae
wfo-0000205620,2763501,Fabaceae,Dialium,marginatum,,Dialium marginatum,de Wit,Species,Synonym,3256459,,,Blumea 7: 320 (1953),,,ipni:492335-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492335-1,,wfo-0000205619,38515,,,,,Dialioideae
wfo-0000166755,2763511,Fabaceae,Dialium,pachyphyllum,,Dialium pachyphyllum,Harms,Species,Accepted,2763511,2763452,,Bot. Jahrb. Syst. 53: 468 (1915),,Nigeria to NE. Angola,ipni:492343-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492343-1,wfo-4000011286,,38669,,,,,Dialioideae
wfo-0000166563,2763529,Fabaceae,Dialium,staudtii,,Dialium staudtii,Harms,Species,Synonym,2763466,,,Bot. Jahrb. Syst. 26: 275 (1899),,,ipni:492360-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492360-1,,wfo-0000166552,38686,,,,,Dialioideae
wfo-0000642798,2763523,Fabaceae,Dialium,reticulatum,,Dialium reticulatum,Burtt Davy & MacGregor,Species,Synonym,2763508,,,Bull. Misc. Inform. Kew 1932: 261 (1932),,,ipni:492354-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492354-1,,wfo-0000166745,38870,,,,,Dialioideae
wfo-0000205630,2763454,Fabaceae,Dialium,ambiguum,,Dialium ambiguum,Prain,Species,Synonym,2763515,,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 66: 172 (1897)",,,ipni:492291-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492291-1,,wfo-0000199442,39883,,,,,Dialioideae
wfo-0000642799,2763527,Fabaceae,Dialium,simii,,Dialium simii,E.Phillips,Species,Synonym,2763469,,,Bull. Misc. Inform. Kew 1922: 194 (1922),,,ipni:492358-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492358-1,,wfo-0000166574,40677,,,,,Dialioideae
wfo-0000166574,2763469,Fabaceae,Dialium,englerianum,,Dialium englerianum,Henriq.,Species,Accepted,2763469,2763452,,Bol. Soc. Brot. 14: 48 (1899),,Cameroon to S. Africa,ipni:492307-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492307-1,wfo-4000011286,,40828,,,,,Dialioideae
wfo-0000205634,2763533,Fabaceae,Dialium,triste,,Dialium triste,de Wit,Species,Synonym,2763515,,,Blumea 7: 321 (1953),,,ipni:492364-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492364-1,,wfo-0000199442,40898,,,,,Dialioideae
